xmin,ymin,xmax,ymax,label,width,height,images,annotation,cropped_images
194,30,216,56,with_mask,400,226,maksssksksss53.png,maksssksksss53.xml,maksssksksss53-2320.png
200,91,234,128,with_mask,400,226,maksssksksss53.png,maksssksksss53.xml,maksssksksss53-2321.png
76,236,149,349,without_mask,301,400,maksssksksss530.png,maksssksksss530.xml,maksssksksss530-2322.png
92,201,172,322,with_mask,301,400,maksssksksss531.png,maksssksksss531.xml,maksssksksss531-2323.png
71,197,169,322,with_mask,301,400,maksssksksss532.png,maksssksksss532.xml,maksssksksss532-2324.png
101,203,205,347,with_mask,301,400,maksssksksss533.png,maksssksksss533.xml,maksssksksss533-2325.png
289,153,303,166,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2326.png
260,141,266,148,without_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2327.png
228,142,241,157,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2328.png
165,149,180,171,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2329.png
112,124,132,148,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2330.png
71,161,85,174,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2331.png
244,140,251,148,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2332.png
307,139,313,145,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2333.png
346,132,364,153,mask_weared_incorrect,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2334.png
21,152,34,168,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2335.png
59,140,66,150,with_mask,400,267,maksssksksss534.png,maksssksksss534.xml,maksssksksss534-2336.png
43,38,59,55,with_mask,400,261,maksssksksss535.png,maksssksksss535.xml,maksssksksss535-2337.png
93,32,118,63,with_mask,400,261,maksssksksss535.png,maksssksksss535.xml,maksssksksss535-2338.png
233,48,242,56,without_mask,400,261,maksssksksss535.png,maksssksksss535.xml,maksssksksss535-2339.png
353,40,368,58,with_mask,400,261,maksssksksss535.png,maksssksksss535.xml,maksssksksss535-2340.png
273,51,283,61,without_mask,400,261,maksssksksss535.png,maksssksksss535.xml,maksssksksss535-2341.png
318,35,330,51,with_mask,400,261,maksssksksss535.png,maksssksksss535.xml,maksssksksss535-2342.png
107,158,197,287,with_mask,301,400,maksssksksss536.png,maksssksksss536.xml,maksssksksss536-2343.png
95,177,195,295,without_mask,301,400,maksssksksss537.png,maksssksksss537.xml,maksssksksss537-2344.png
249,57,275,86,with_mask,400,225,maksssksksss538.png,maksssksksss538.xml,maksssksksss538-2345.png
122,80,142,104,with_mask,400,225,maksssksksss538.png,maksssksksss538.xml,maksssksksss538-2346.png
27,81,33,86,without_mask,400,225,maksssksksss538.png,maksssksksss538.xml,maksssksksss538-2347.png
302,93,316,110,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2348.png
330,27,343,37,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2349.png
366,11,376,24,without_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2350.png
322,2,331,14,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2351.png
376,89,391,100,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2352.png
279,203,296,222,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2353.png
353,125,367,140,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2354.png
363,176,376,192,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2355.png
372,191,392,205,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2356.png
214,124,228,141,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2357.png
313,139,328,155,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2358.png
310,8,322,18,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2359.png
233,101,247,116,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2360.png
167,3,178,15,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2361.png
258,46,271,58,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2362.png
53,40,66,52,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2363.png
21,48,34,62,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2364.png
120,16,130,31,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2365.png
107,37,119,51,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2366.png
116,56,128,68,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2367.png
91,77,104,89,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2368.png
25,72,40,86,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2369.png
8,90,22,105,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2370.png
36,105,50,117,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2371.png
36,122,48,138,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2372.png
247,60,261,76,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2373.png
61,152,79,169,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2374.png
60,131,73,146,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2375.png
52,238,70,257,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2376.png
93,226,111,241,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2377.png
124,128,140,142,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2378.png
134,90,146,103,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2379.png
143,210,161,229,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2380.png
170,142,185,160,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2381.png
25,13,35,25,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2382.png
196,23,207,32,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2383.png
205,37,217,49,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2384.png
231,25,242,37,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2385.png
220,49,232,61,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2386.png
42,206,60,222,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2387.png
55,10,65,20,with_mask,400,267,maksssksksss539.png,maksssksksss539.xml,maksssksksss539-2388.png
161,78,178,98,without_mask,400,267,maksssksksss54.png,maksssksksss54.xml,maksssksksss54-2389.png
197,68,227,110,with_mask,400,267,maksssksksss54.png,maksssksksss54.xml,maksssksksss54-2390.png
316,81,338,113,with_mask,400,267,maksssksksss54.png,maksssksksss54.xml,maksssksksss54-2391.png
119,40,157,80,with_mask,400,267,maksssksksss54.png,maksssksksss54.xml,maksssksksss54-2392.png
107,129,202,245,without_mask,301,400,maksssksksss540.png,maksssksksss540.xml,maksssksksss540-2393.png
104,144,213,285,with_mask,301,400,maksssksksss541.png,maksssksksss541.xml,maksssksksss541-2394.png
163,47,239,137,with_mask,400,210,maksssksksss542.png,maksssksksss542.xml,maksssksksss542-2395.png
101,50,112,63,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2396.png
46,39,56,50,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2397.png
230,24,243,41,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2398.png
194,34,205,51,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2399.png
295,40,306,50,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2400.png
282,42,291,52,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2401.png
267,42,278,55,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2402.png
259,32,269,42,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2403.png
337,31,350,46,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2404.png
252,51,270,69,without_mask,400,210,maksssksksss543.png,maksssksksss543.xml,maksssksksss543-2405.png
145,200,240,324,without_mask,301,400,maksssksksss544.png,maksssksksss544.xml,maksssksksss544-2406.png
89,54,103,71,without_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2407.png
282,33,301,51,without_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2408.png
1,46,18,63,without_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2409.png
29,47,46,67,with_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2410.png
366,70,384,92,mask_weared_incorrect,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2411.png
37,63,59,88,mask_weared_incorrect,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2412.png
328,33,350,57,with_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2413.png
278,71,292,87,with_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2414.png
249,44,268,63,with_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2415.png
68,67,90,91,without_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2416.png
179,40,205,67,mask_weared_incorrect,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2417.png
137,57,155,76,without_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2418.png
235,51,249,67,without_mask,400,267,maksssksksss545.png,maksssksksss545.xml,maksssksksss545-2419.png
27,177,140,311,with_mask,301,400,maksssksksss546.png,maksssksksss546.xml,maksssksksss546-2420.png
84,39,100,56,with_mask,400,267,maksssksksss547.png,maksssksksss547.xml,maksssksksss547-2421.png
315,48,332,68,with_mask,400,267,maksssksksss547.png,maksssksksss547.xml,maksssksksss547-2422.png
192,31,212,51,with_mask,400,267,maksssksksss547.png,maksssksksss547.xml,maksssksksss547-2423.png
256,66,273,85,without_mask,400,300,maksssksksss548.png,maksssksksss548.xml,maksssksksss548-2424.png
185,79,215,110,with_mask,400,300,maksssksksss548.png,maksssksksss548.xml,maksssksksss548-2425.png
145,98,181,132,with_mask,400,283,maksssksksss549.png,maksssksksss549.xml,maksssksksss549-2426.png
116,141,234,291,with_mask,301,400,maksssksksss55.png,maksssksksss55.xml,maksssksksss55-2427.png
118,78,239,204,with_mask,350,350,maksssksksss550.png,maksssksksss550.xml,maksssksksss550-2428.png
41,56,82,99,with_mask,400,267,maksssksksss551.png,maksssksksss551.xml,maksssksksss551-2429.png
255,146,290,184,with_mask,400,267,maksssksksss551.png,maksssksksss551.xml,maksssksksss551-2430.png
342,143,378,178,with_mask,400,267,maksssksksss551.png,maksssksksss551.xml,maksssksksss551-2431.png
203,114,241,149,with_mask,400,267,maksssksksss551.png,maksssksksss551.xml,maksssksksss551-2432.png
149,108,186,146,with_mask,400,267,maksssksksss551.png,maksssksksss551.xml,maksssksksss551-2433.png
155,37,228,111,with_mask,400,267,maksssksksss552.png,maksssksksss552.xml,maksssksksss552-2434.png
143,190,207,293,with_mask,301,400,maksssksksss553.png,maksssksksss553.xml,maksssksksss553-2435.png
229,24,265,71,with_mask,400,281,maksssksksss554.png,maksssksksss554.xml,maksssksksss554-2436.png
265,57,289,89,with_mask,400,281,maksssksksss554.png,maksssksksss554.xml,maksssksksss554-2437.png
167,50,193,83,with_mask,400,281,maksssksksss554.png,maksssksksss554.xml,maksssksksss554-2438.png
96,44,117,73,with_mask,400,281,maksssksksss554.png,maksssksksss554.xml,maksssksksss554-2439.png
84,162,106,182,with_mask,400,281,maksssksksss554.png,maksssksksss554.xml,maksssksksss554-2440.png
95,111,111,128,with_mask,400,225,maksssksksss555.png,maksssksksss555.xml,maksssksksss555-2441.png
162,95,179,115,with_mask,400,225,maksssksksss555.png,maksssksksss555.xml,maksssksksss555-2442.png
310,108,327,130,with_mask,400,225,maksssksksss555.png,maksssksksss555.xml,maksssksksss555-2443.png
256,98,270,114,with_mask,400,225,maksssksksss555.png,maksssksksss555.xml,maksssksksss555-2444.png
81,57,104,78,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2445.png
106,37,136,66,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2446.png
180,160,205,186,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2447.png
376,7,400,40,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2448.png
150,58,177,87,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2449.png
130,118,155,146,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2450.png
178,34,197,59,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2451.png
204,28,223,51,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2452.png
279,34,309,66,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2453.png
347,1,377,29,with_mask,400,198,maksssksksss556.png,maksssksksss556.xml,maksssksksss556-2454.png
58,167,173,317,with_mask,301,400,maksssksksss557.png,maksssksksss557.xml,maksssksksss557-2455.png
233,23,245,39,without_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2456.png
148,100,182,133,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2457.png
305,6,318,17,without_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2458.png
357,30,379,53,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2459.png
85,118,126,161,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2460.png
171,17,184,30,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2461.png
5,134,73,206,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2462.png
108,74,134,98,without_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2463.png
275,187,329,225,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2464.png
287,62,306,81,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2465.png
299,79,328,111,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2466.png
184,67,198,94,without_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2467.png
337,40,356,57,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2468.png
261,22,279,41,without_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2469.png
241,75,275,116,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2470.png
198,72,241,120,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2471.png
371,84,398,115,with_mask,400,226,maksssksksss558.png,maksssksksss558.xml,maksssksksss558-2472.png
120,53,138,72,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2473.png
96,161,148,220,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2474.png
7,215,50,256,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2475.png
64,190,92,219,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2476.png
183,137,214,179,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2477.png
219,88,234,105,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2478.png
230,32,245,48,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2479.png
259,44,274,60,without_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2480.png
194,31,206,42,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2481.png
163,55,177,73,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2482.png
257,124,298,165,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2483.png
296,43,310,57,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2484.png
153,22,168,37,with_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2485.png
332,81,347,96,without_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2486.png
170,108,189,127,without_mask,400,256,maksssksksss559.png,maksssksksss559.xml,maksssksksss559-2487.png
191,105,258,183,with_mask,400,267,maksssksksss56.png,maksssksksss56.xml,maksssksksss56-2488.png
179,126,219,165,with_mask,400,267,maksssksksss560.png,maksssksksss560.xml,maksssksksss560-2489.png
81,163,184,279,without_mask,301,400,maksssksksss561.png,maksssksksss561.xml,maksssksksss561-2490.png
163,81,241,173,mask_weared_incorrect,400,210,maksssksksss562.png,maksssksksss562.xml,maksssksksss562-2491.png
70,53,204,205,with_mask,400,225,maksssksksss563.png,maksssksksss563.xml,maksssksksss563-2492.png
342,32,355,47,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2493.png
303,36,320,59,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2494.png
317,54,344,77,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2495.png
319,103,354,142,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2496.png
103,50,124,68,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2497.png
306,183,333,225,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2498.png
228,10,234,17,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2499.png
98,34,116,49,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2500.png
45,37,60,56,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2501.png
252,86,289,121,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2502.png
182,14,192,24,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2503.png
63,85,94,118,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2504.png
179,31,193,47,without_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2505.png
129,106,185,172,without_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2506.png
25,64,49,91,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2507.png
206,74,233,93,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2508.png
178,69,201,93,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2509.png
58,29,76,52,mask_weared_incorrect,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2510.png
78,65,100,85,without_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2511.png
128,45,152,64,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2512.png
161,56,181,74,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2513.png
148,18,157,27,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2514.png
320,86,335,107,with_mask,400,226,maksssksksss564.png,maksssksksss564.xml,maksssksksss564-2515.png
134,191,229,316,without_mask,301,400,maksssksksss565.png,maksssksksss565.xml,maksssksksss565-2516.png
101,76,128,101,with_mask,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2517.png
237,73,255,89,mask_weared_incorrect,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2518.png
195,70,210,103,with_mask,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2519.png
267,74,290,99,with_mask,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2520.png
13,82,25,92,with_mask,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2521.png
37,87,48,100,with_mask,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2522.png
1,87,14,99,with_mask,400,300,maksssksksss566.png,maksssksksss566.xml,maksssksksss566-2523.png
35,69,55,91,without_mask,400,267,maksssksksss567.png,maksssksksss567.xml,maksssksksss567-2524.png
135,69,156,90,without_mask,400,267,maksssksksss567.png,maksssksksss567.xml,maksssksksss567-2525.png
304,47,339,84,with_mask,400,267,maksssksksss567.png,maksssksksss567.xml,maksssksksss567-2526.png
228,42,260,80,with_mask,400,267,maksssksksss567.png,maksssksksss567.xml,maksssksksss567-2527.png
80,61,116,100,with_mask,400,267,maksssksksss567.png,maksssksksss567.xml,maksssksksss567-2528.png
101,195,194,308,with_mask,301,400,maksssksksss568.png,maksssksksss568.xml,maksssksksss568-2529.png
161,97,197,149,with_mask,400,226,maksssksksss569.png,maksssksksss569.xml,maksssksksss569-2530.png
101,251,162,355,with_mask,301,400,maksssksksss57.png,maksssksksss57.xml,maksssksksss57-2531.png
188,132,199,147,without_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2532.png
318,133,336,151,without_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2533.png
288,116,303,138,without_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2534.png
108,115,131,137,without_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2535.png
365,129,382,148,without_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2536.png
148,130,176,161,with_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2537.png
233,126,261,155,with_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2538.png
43,138,62,160,without_mask,400,266,maksssksksss570.png,maksssksksss570.xml,maksssksksss570-2539.png
122,196,210,319,without_mask,301,400,maksssksksss571.png,maksssksksss571.xml,maksssksksss571-2540.png
216,21,246,54,with_mask,400,225,maksssksksss572.png,maksssksksss572.xml,maksssksksss572-2541.png
109,115,142,150,with_mask,400,225,maksssksksss572.png,maksssksksss572.xml,maksssksksss572-2542.png
168,9,199,42,with_mask,400,225,maksssksksss572.png,maksssksksss572.xml,maksssksksss572-2543.png
337,73,357,95,with_mask,400,225,maksssksksss572.png,maksssksksss572.xml,maksssksksss572-2544.png
279,69,300,91,with_mask,400,225,maksssksksss572.png,maksssksksss572.xml,maksssksksss572-2545.png
194,48,231,86,with_mask,400,225,maksssksksss572.png,maksssksksss572.xml,maksssksksss572-2546.png
270,53,308,125,with_mask,510,287,maksssksksss573.png,maksssksksss573.xml,maksssksksss573-2547.png
188,60,267,139,with_mask,510,287,maksssksksss573.png,maksssksksss573.xml,maksssksksss573-2548.png
408,77,449,133,with_mask,510,287,maksssksksss573.png,maksssksksss573.xml,maksssksksss573-2549.png
442,45,494,100,with_mask,510,287,maksssksksss573.png,maksssksksss573.xml,maksssksksss573-2550.png
16,140,81,183,with_mask,510,287,maksssksksss573.png,maksssksksss573.xml,maksssksksss573-2551.png
85,117,158,189,with_mask,510,287,maksssksksss573.png,maksssksksss573.xml,maksssksksss573-2552.png
313,107,333,129,with_mask,400,225,maksssksksss574.png,maksssksksss574.xml,maksssksksss574-2553.png
281,127,302,145,with_mask,400,225,maksssksksss574.png,maksssksksss574.xml,maksssksksss574-2554.png
250,107,273,132,with_mask,400,225,maksssksksss574.png,maksssksksss574.xml,maksssksksss574-2555.png
192,61,230,102,with_mask,400,225,maksssksksss574.png,maksssksksss574.xml,maksssksksss574-2556.png
341,139,355,158,with_mask,400,225,maksssksksss574.png,maksssksksss574.xml,maksssksksss574-2557.png
92,17,140,74,with_mask,400,225,maksssksksss574.png,maksssksksss574.xml,maksssksksss574-2558.png
234,153,258,186,without_mask,400,225,maksssksksss575.png,maksssksksss575.xml,maksssksksss575-2559.png
170,43,195,69,with_mask,400,225,maksssksksss575.png,maksssksksss575.xml,maksssksksss575-2560.png
36,99,54,114,without_mask,400,225,maksssksksss575.png,maksssksksss575.xml,maksssksksss575-2561.png
383,127,400,150,without_mask,400,225,maksssksksss575.png,maksssksksss575.xml,maksssksksss575-2562.png
220,86,230,102,without_mask,400,225,maksssksksss575.png,maksssksksss575.xml,maksssksksss575-2563.png
105,70,180,155,with_mask,400,295,maksssksksss576.png,maksssksksss576.xml,maksssksksss576-2564.png
176,79,259,175,with_mask,400,295,maksssksksss576.png,maksssksksss576.xml,maksssksksss576-2565.png
44,65,54,73,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2566.png
74,64,83,75,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2567.png
137,67,152,80,without_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2568.png
85,71,94,81,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2569.png
323,69,348,92,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2570.png
279,79,297,97,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2571.png
237,70,256,88,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2572.png
106,61,117,72,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2573.png
59,65,67,75,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2574.png
188,55,203,72,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2575.png
384,62,400,92,with_mask,400,267,maksssksksss577.png,maksssksksss577.xml,maksssksksss577-2576.png
307,123,340,161,with_mask,400,282,maksssksksss578.png,maksssksksss578.xml,maksssksksss578-2577.png
191,117,222,154,with_mask,400,282,maksssksksss578.png,maksssksksss578.xml,maksssksksss578-2578.png
139,213,153,231,without_mask,400,282,maksssksksss578.png,maksssksksss578.xml,maksssksksss578-2579.png
150,26,193,86,with_mask,400,226,maksssksksss579.png,maksssksksss579.xml,maksssksksss579-2580.png
204,127,245,175,with_mask,400,226,maksssksksss579.png,maksssksksss579.xml,maksssksksss579-2581.png
274,51,286,72,without_mask,400,226,maksssksksss579.png,maksssksksss579.xml,maksssksksss579-2582.png
52,68,67,84,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2583.png
25,75,43,95,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2584.png
107,59,118,69,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2585.png
369,73,383,90,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2586.png
335,81,349,97,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2587.png
273,81,285,93,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2588.png
234,53,251,76,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2589.png
187,49,220,84,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2590.png
159,75,178,94,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2591.png
98,78,117,97,with_mask,400,267,maksssksksss58.png,maksssksksss58.xml,maksssksksss58-2592.png
